"State","County","Median Housing Value, 2024 ($)","Median Property Taxes Paid, 2024 ($)(5-Year Estimate)","Effective Property Tax Rate (2024)"
"Missouri","Taney County","$218,800","1196","0.54%"
"Missouri","Texas County","$146,700","713","0.44%"
"Missouri","Vernon County","$158,800","1067","0.64%"
"Missouri","Warren County","$260,400","1809","0.59%"
"Missouri","Washington County","$129,400","719","0.52%"
"Missouri","Wayne County","$107,400","563","0.54%"
"Missouri","Webster County","$228,800","1196","0.49%"
"Missouri","Worth County","$96,600","789","0.88%"
"Missouri","Wright County","$160,100","640","0.34%"
"Missouri","St. Louis city","$197,500","2033","1.03%"
"Montana","Beaverhead County","$308,300","2069","0.51%"
"Montana","Big Horn County","$143,400","1574","0.56%"
"Montana","Blaine County","$155,500","2080","0.68%"
"Montana","Broadwater County","$426,600","2384","0.50%"
"Montana","Carbon County","$420,800","2281","0.42%"
"Montana","Carter County","$199,200","904","0.20%"
"Montana","Cascade County","$265,300","2320","0.77%"
"Montana","Chouteau County","$207,800","1566","0.64%"
"Montana","Custer County","$219,100","2264","0.80%"
"Montana","Daniels County","$184,800","1610","1.04%"
"Montana","Dawson County","$185,300","2110","1.00%"
"Montana","Deer Lodge County","$231,700","1803","0.66%"
"Montana","Fallon County","$244,800","1220","0.43%"
"Montana","Fergus County","$236,100","1769","0.77%"
"Montana","Flathead County","$535,500","3120","0.54%"
"Montana","Gallatin County","$667,600","3933","0.55%"
"Montana","Garfield County","$169,900","1052","0.56%"
"Montana","Glacier County","$165,100","1391","0.49%"
"Montana","Golden Valley County","$212,200","1132","0.36%"
"Montana","Granite County","$352,700","2130","0.42%"
"Montana","Hill County","$202,600","1980","0.90%"
"Montana","Jefferson County","$446,900","2446","0.51%"
"Montana","Judith Basin County","$238,300","1066","0.50%"
"Montana","Lake County","$421,800","2561","0.48%"
"Montana","Lewis and Clark County","$393,500","3113","0.73%"
"Montana","Liberty County","$169,100","1570","1.26%"
"Montana","Lincoln County","$296,500","1615","0.50%"
"Montana","McCone County","$211,600","1429","0.74%"
"Montana","Madison County","$470,100","1937","0.34%"
"Montana","Meagher County","$259,800","1725","0.42%"
"Montana","Mineral County","$364,300","1758","0.50%"
"Montana","Missoula County","$472,100","4150","0.78%"
"Montana","Musselshell County","$235,000","1287","0.51%"
"Montana","Park County","$467,500","2641","0.38%"
"Montana","Petroleum County","$201,400","1211","0.57%"
"Montana","Phillips County","$197,600","1551","0.54%"
"Montana","Pondera County","$206,100","1651","0.73%"
"Montana","Powder River County","$192,100","1304","0.32%"
"Montana","Powell County","$306,500","2104","0.53%"
"Montana","Prairie County","$165,700","1391","0.49%"
"Montana","Ravalli County","$476,600","2380","0.41%"
"Montana","Richland County","$263,000","1934","0.72%"
"Montana","Roosevelt County","$118,800","1522","0.67%"
"Montana","Rosebud County","$182,400","1285","0.51%"
"Montana","Sanders County","$359,000","1889","0.46%"
"Montana","Sheridan County","$124,000","1521","1.01%"
"Montana","Silver Bow County","$255,200","2500","0.84%"
"Montana","Stillwater County","$405,800","2319","0.55%"
"Montana","Sweet Grass County","$330,100","1615","0.36%"
"Montana","Teton County","$264,000","1987","0.72%"
"Montana","Toole County","$218,400","1908","0.66%"
"Montana","Treasure County","$230,300","1364","0.48%"
"Montana","Valley County","$198,400","2333","0.92%"
"Montana","Wheatland County","$180,800","1013","0.48%"
"Montana","Wibaux County","$98,600","598","0.59%"
"Montana","Yellowstone County","$349,500","2832","0.74%"
"Nebraska","Adams County","$193,100","2793","1.37%"
"Nebraska","Antelope County","$130,300","1608","1.10%"
"Nebraska","Arthur County","$185,900","1733","1.17%"
"Nebraska","Banner County","$205,700","2592","1.11%"
"Nebraska","Blaine County","$116,900","1333","0.94%"
"Nebraska","Boone County","$173,700","1781","1.03%"
"Nebraska","Box Butte County","$166,600","2516","1.37%"
"Nebraska","Boyd County","$104,000","1142","1.16%"
"Nebraska","Brown County","$113,900","1250","0.96%"
"Nebraska","Buffalo County","$246,400","3555","1.38%"
"Nebraska","Burt County","$147,000","1937","1.13%"
"Nebraska","Butler County","$184,200","2044","1.12%"
"Nebraska","Cass County","$254,900","3652","1.29%"
"Nebraska","Cedar County","$185,000","1848","1.03%"
"Nebraska","Chase County","$165,900","2131","1.02%"
"Nebraska","Cherry County","$152,200","1505","0.95%"
"Nebraska","Cheyenne County","$139,700","2301","1.54%"
"Nebraska","Clay County","$155,600","1870","1.18%"
"Nebraska","Colfax County","$144,700","1710","1.13%"
"Nebraska","Cuming County","$178,800","1784","1.13%"
"Nebraska","Custer County","$157,800","1838","1.03%"
"Nebraska","Dakota County","$185,700","2854","1.25%"
"Nebraska","Dawes County","$150,900","2183","1.21%"
"Nebraska","Dawson County","$166,200","2172","1.13%"
"Nebraska","Deuel County","$100,200","1431","1.33%"
"Nebraska","Dixon County","$155,900","1874","1.07%"
"Nebraska","Dodge County","$208,600","2643","1.32%"
"Nebraska","Douglas County","$266,100","4507","1.62%"
"Nebraska","Dundy County","$143,400","1146","0.90%"
"Nebraska","Fillmore County","$151,000","1491","1.20%"
"Nebraska","Franklin County","$95,600","1221","0.82%"
"Nebraska","Frontier County","$149,800","2101","1.41%"
"Nebraska","Furnas County","$98,400","1353","1.13%"
"Nebraska","Gage County","$174,000","2447","1.26%"
"Nebraska","Garden County","$110,400","1113","0.87%"
"Nebraska","Garfield County","$176,600","2383","1.11%"
"Nebraska","Gosper County","$228,500","2403","0.89%"
"Nebraska","Grant County","$136,700","929","0.74%"
"Nebraska","Greeley County","$120,000","1544","1.10%"
"Nebraska","Hall County","$224,600","3120","1.27%"
"Nebraska","Hamilton County","$253,700","2407","0.96%"
"Nebraska","Harlan County","$145,800","1876","1.04%"
"Nebraska","Hayes County","$128,100","1294","1.92%"
"Nebraska","Hitchcock County","$96,700","1130","1.11%"
"Nebraska","Holt County","$165,100","1828","1.06%"
"Nebraska","Hooker County","$93,800","979","0.90%"
"Nebraska","Howard County","$209,100","2429","1.06%"
"Nebraska","Jefferson County","$129,500","1886","1.32%"
"Nebraska","Johnson County","$155,500","2052","0.78%"
"Nebraska","Kearney County","$223,400","2740","0.97%"
"Nebraska","Keith County","$168,000","2369","1.19%"
"Nebraska","Keya Paha County","$108,800","1404","1.14%"
"Nebraska","Kimball County","$109,400","1828","1.28%"
"Nebraska","Knox County","$127,700","1472","1.07%"
"Nebraska","Lancaster County","$275,200","4204","1.43%"
"Nebraska","Lincoln County","$189,500","2788","1.42%"
"Nebraska","Logan County","$175,000","1712","0.45%"
"Nebraska","Loup County","$182,300","1295","0.84%"
"Nebraska","McPherson County","$121,600","1350","0.77%"
"Nebraska","Madison County","$208,500","2854","1.32%"
"Nebraska","Merrick County","$175,900","2280","1.02%"
"Nebraska","Morrill County","$116,100","1644","1.08%"
"Nebraska","Nance County","$132,000","1451","1.19%"
"Nebraska","Nemaha County","$131,700","1898","1.27%"
"Nebraska","Nuckolls County","$96,500","1133","0.83%"
"Nebraska","Otoe County","$201,600","2691","1.29%"
"Nebraska","Pawnee County","$79,400","1206","1.29%"
"Nebraska","Perkins County","$157,200","1574","0.95%"
"Nebraska","Phelps County","$194,900","2573","1.26%"
"Nebraska","Pierce County","$196,000","2234","1.22%"
"Nebraska","Platte County","$223,900","2885","1.26%"
"Nebraska","Polk County","$189,900","1888","0.93%"
"Nebraska","Red Willow County","$159,600","1879","1.16%"
"Nebraska","Richardson County","$100,300","1432","1.09%"
"Nebraska","Rock County","$117,500","1262","0.54%"
"Nebraska","Saline County","$197,400","2663","1.22%"
"Nebraska","Sarpy County","$314,100","5473","1.72%"
"Nebraska","Saunders County","$271,700","3531","1.21%"
"Nebraska","Scotts Bluff County","$168,500","2495","1.39%"
"Nebraska","Seward County","$241,300","2850","1.18%"
"Nebraska","Sheridan County","$113,400","1556","1.14%"
"Nebraska","Sherman County","$152,000","1764","1.18%"
"Nebraska","Sioux County","$99,300","1614","0.78%"
"Nebraska","Stanton County","$195,400","2471","1.19%"
"Nebraska","Thayer County","$122,800","1259","0.95%"
"Nebraska","Thomas County","$109,200","1364","0.79%"
"Nebraska","Thurston County","$114,600","1682","1.12%"
"Nebraska","Valley County","$154,600","2041","1.05%"
"Nebraska","Washington County","$297,600","4142","1.37%"
"Nebraska","Wayne County","$221,600","2486","1.20%"
"Nebraska","Webster County","$117,600","1707","1.32%"
"Nebraska","Wheeler County","$146,500","1164","0.98%"
"Nebraska","York County","$189,400","2263","1.10%"
"Nevada","Churchill County","$329,900","1758","0.52%"
"Nevada","Clark County","$431,000","2057","0.52%"
"Nevada","Douglas County","$615,400","2750","0.45%"
"Nevada","Elko County","$301,400","1492","0.56%"
"Nevada","Esmeralda County","$108,900","669","0.52%"
"Nevada","Eureka County","$82,600","511","0.34%"
"Nevada","Humboldt County","$278,300","1372","0.56%"
"Nevada","Lander County","$213,800","1366","0.73%"
"Nevada","Lincoln County","$219,500","1126","0.54%"
"Nevada","Lyon County","$366,100","1668","0.50%"
"Nevada","Mineral County","$156,200","1157","0.73%"
"Nevada","Nye County","$290,900","1316","0.51%"
"Nevada","Pershing County","$179,500","1109","0.68%"
"Nevada","Storey County","$426,400","1450","0.42%"
"Nevada","Washoe County","$539,900","2385","0.46%"
"Nevada","White Pine County","$220,000","1111","0.55%"
"Nevada","Carson City","$453,000","1870","0.46%"
"New Hampshire","Belknap County","$374,900","4924","1.21%"
"New Hampshire","Carroll County","$388,900","3848","0.87%"
"New Hampshire","Cheshire County","$280,100","6048","1.87%"
"New Hampshire","Coos County","$188,900","3579","1.64%"
"New Hampshire","Grafton County","$344,500","5925","1.52%"
"New Hampshire","Hillsborough County","$421,100","6999","1.62%"
"New Hampshire","Merrimack County","$367,600","6783","1.80%"
"New Hampshire","Rockingham County","$497,500","7839","1.34%"
"New Hampshire","Strafford County","$362,800","6708","1.76%"
"New Hampshire","Sullivan County","$268,700","5756","1.77%"
"New Jersey","Atlantic County","$295,000","6776","1.86%"
"New Jersey","Bergen County","$623,000","10,000+","1.89%"
"New Jersey","Burlington County","$354,000","7983","2.07%"
"New Jersey","Camden County","$287,100","8134","2.47%"
"New Jersey","Cape May County","$434,600","5306","0.93%"
"New Jersey","Cumberland County","$221,400","5052","2.02%"
"New Jersey","Essex County","$524,100","10,000+","2.10%"
"New Jersey","Gloucester County","$310,400","8055","2.40%"
"New Jersey","Hudson County","$539,700","9555","1.56%"
"New Jersey","Hunterdon County","$517,200","10,000+","2.04%"
"New Jersey","Mercer County","$377,700","8909","2.15%"
"New Jersey","Middlesex County","$462,900","9712","1.99%"
"New Jersey","Monmouth County","$606,100","10,000+","1.53%"
"New Jersey","Morris County","$582,500","10,000+","1.84%"
"New Jersey","Ocean County","$398,400","6562","1.42%"
"New Jersey","Passaic County","$459,500","10,000+","2.26%"
"New Jersey","Salem County","$239,500","7018","2.19%"
"New Jersey","Somerset County","$552,100","10,000+","1.84%"
"New Jersey","Sussex County","$369,400","8568","2.20%"
"New Jersey","Union County","$529,200","10,000+","2.03%"
"New Jersey","Warren County","$346,500","8119","2.26%"
"New Mexico","Bernalillo County","$292,900","2629","0.85%"
"New Mexico","Catron County","$167,000","608","0.27%"
"New Mexico","Chaves County","$156,400","935","0.61%"
"New Mexico","Cibola County","$125,400","1003","0.47%"
"New Mexico","Colfax County","$167,200","867","0.51%"
"New Mexico","Curry County","$171,200","1017","0.64%"
"New Mexico","De Baca County","$187,500","1118","0.55%"
"New Mexico","Doña Ana County","$220,800","1480","0.64%"
"New Mexico","Eddy County","$212,600","1095","0.45%"
"New Mexico","Grant County","$175,600","808","0.38%"
"New Mexico","Guadalupe County","$110,000","526","0.55%"
"New Mexico","Harding County","$70,000","305","0.27%"
"New Mexico","Hidalgo County","$111,000","531","0.48%"
"New Mexico","Lea County","$184,000","879","0.52%"
"New Mexico","Lincoln County","$233,200","1246","0.54%"
"New Mexico","Los Alamos County","$495,800","2717","0.56%"
"New Mexico","Luna County","$128,000","687","0.55%"
"New Mexico","McKinley County","$78,700","1574","0.35%"
"New Mexico","Mora County","$122,600","885","0.50%"
"New Mexico","Otero County","$162,700","902","0.56%"
"New Mexico","Quay County","$87,200","532","0.54%"
"New Mexico","Rio Arriba County","$243,700","1021","0.22%"
"New Mexico","Roosevelt County","$135,800","616","0.60%"
"New Mexico","Sandoval County","$313,800","2296","0.66%"
"New Mexico","San Juan County","$193,800","1317","0.52%"
"New Mexico","San Miguel County","$188,500","1081","0.47%"
"New Mexico","Santa Fe County","$446,300","2152","0.45%"
"New Mexico","Sierra County","$152,600","789","0.57%"
"New Mexico","Socorro County","$137,500","838","0.58%"
"New Mexico","Taos County","$382,800","1129","0.34%"
"New Mexico","Torrance County","$159,700","719","0.45%"
"New Mexico","Union County","$122,700","859","0.30%"
"New Mexico","Valencia County","$223,000","1374","0.57%"
"New York","Albany County","$294,600","5200","1.70%"
"New York","Allegany County","$101,700","2968","2.37%"
"New York","Bronx County","$529,500","5447","0.78%"
"New York","Broome County","$154,900","3902","2.21%"
"New York","Cattaraugus County","$113,100","2991","1.92%"
"New York","Cayuga County","$171,000","3740","1.82%"
"New York","Chautauqua County","$127,900","2901","1.99%"
"New York","Chemung County","$141,100","3451","2.00%"
"New York","Chenango County","$137,900","3120","2.05%"
"New York","Clinton County","$180,600","3606","1.79%"
"New York","Columbia County","$347,100","4852","1.21%"
"New York","Cortland County","$162,100","4149","2.20%"
"New York","Delaware County","$183,100","3145","1.39%"
"New York","Dutchess County","$400,600","7562","1.72%"
"New York","Erie County","$233,800","4622","1.72%"
"New York","Essex County","$211,900","3119","1.35%"
"New York","Franklin County","$145,400","2440","1.45%"
"New York","Fulton County","$163,100","3364","1.62%"
"New York","Genesee County","$170,500","4113","1.98%"
"New York","Greene County","$271,600","4056","1.39%"
"New York","Hamilton County","$260,200","2597","0.93%"
"New York","Herkimer County","$147,700","3107","1.66%"
"New York","Jefferson County","$188,200","2899","1.32%"
"New York","Kings County","$905,000","6382","0.56%"
"New York","Lewis County","$166,100","2688","1.39%"
"New York","Livingston County","$174,600","4286","1.94%"
"New York","Madison County","$184,600","4181","1.98%"
"New York","Monroe County","$213,700","5616","2.41%"
"New York","Montgomery County","$157,500","3872","2.15%"
"New York","Nassau County","$684,700","10,000+","1.72%"
"New York","New York County","$1,090,500","10,000+","0.71%"
"New York","Niagara County","$189,800","4155","1.73%"
"New York","Oneida County","$182,600","3690","1.73%"
"New York","Onondaga County","$200,200","4880","2.22%"
"New York","Ontario County","$222,900","4565","1.89%"
"New York","Orange County","$387,900","8494","2.02%"
"New York","Orleans County","$140,800","3823","2.23%"
"New York","Oswego County","$151,700","3646","1.95%"
"New York","Otsego County","$179,100","3041","1.54%"
"New York","Putnam County","$471,300","10,000+","2.12%"
"New York","Queens County","$723,800","6297","0.75%"
"New York","Rensselaer County","$258,400","5301","1.93%"
"New York","Richmond County","$675,500","6247","0.88%"
"New York","Rockland County","$596,900","10,000+","2.06%"
"New York","St. Lawrence County","$121,900","2844","1.93%"
"New York","Saratoga County","$348,600","4875","1.27%"
"New York","Schenectady County","$235,700","5568","2.12%"
"New York","Schoharie County","$192,500","3914","1.88%"
"New York","Schuyler County","$171,800","3390","1.68%"
"New York","Seneca County","$155,400","3403","1.89%"
"New York","Steuben County","$137,900","3386","2.12%"
"New York","Suffolk County","$578,400","10,000+","1.62%"
"New York","Sullivan County","$249,000","4969","1.81%"
"New York","Tioga County","$160,800","3751","2.06%"
"New York","Tompkins County","$290,900","6515","2.11%"
"New York","Ulster County","$352,500","6238","1.62%"
"New York","Warren County","$267,400","3936","1.28%"
"New York","Washington County","$196,200","3946","1.73%"
"New York","Wayne County","$170,000","4250","2.20%"
"New York","Westchester County","$663,200","10,000+","1.84%"
"New York","Wyoming County","$162,300","3650","1.89%"
"New York","Yates County","$184,700","3477","1.42%"
"North Carolina","Alamance County","$241,500","1494","0.66%"
"North Carolina","Alexander County","$211,800","1269","0.59%"
"North Carolina","Alleghany County","$214,800","1217","0.57%"
"North Carolina","Anson County","$148,600","1141","0.68%"
"North Carolina","Ashe County","$243,100","1190","0.46%"
"North Carolina","Avery County","$265,800","1010","0.37%"
"North Carolina","Beaufort County","$192,700","1300","0.58%"
"North Carolina","Bertie County","$98,500","778","0.62%"
"North Carolina","Bladen County","$135,100","1227","0.74%"
"North Carolina","Brunswick County","$349,800","1890","0.52%"
"North Carolina","Buncombe County","$391,800","2222","0.57%"
"North Carolina","Burke County","$185,400","1253","0.61%"
"North Carolina","Cabarrus County","$354,800","2586","0.74%"
"North Carolina","Caldwell County","$192,200","1150","0.61%"
"North Carolina","Camden County","$337,100","1952","0.51%"
"North Carolina","Carteret County","$333,300","1423","0.44%"
"North Carolina","Caswell County","$164,500","1140","0.67%"
"North Carolina","Catawba County","$241,600","1407","0.59%"
"North Carolina","Chatham County","$446,200","2847","0.62%"
"North Carolina","Cherokee County","$232,300","1064","0.45%"
"North Carolina","Chowan County","$235,800","1677","0.63%"
"North Carolina","Clay County","$278,400","1186","0.46%"
"North Carolina","Cleveland County","$200,000","1286","0.64%"
"North Carolina","Columbus County","$146,000","1120","0.73%"
"North Carolina","Craven County","$231,600","1450","0.65%"
"North Carolina","Cumberland County","$199,200","1850","0.87%"
"North Carolina","Currituck County","$378,800","1760","0.47%"
"North Carolina","Dare County","$460,400","2391","0.51%"
"North Carolina","Davidson County","$219,100","1320","0.55%"
"North Carolina","Davie County","$253,900","1595","0.61%"
"North Carolina","Duplin County","$137,400","950","0.68%"
"North Carolina","Durham County","$389,400","3092","0.81%"
"North Carolina","Edgecombe County","$125,100","1306","0.88%"
"North Carolina","Forsyth County","$250,400","1984","0.80%"
"North Carolina","Franklin County","$284,300","1834","0.70%"
"North Carolina","Gaston County","$266,000","1982","0.77%"
"North Carolina","Gates County","$170,800","1296","0.58%"
"North Carolina","Graham County","$170,600","979","0.49%"
"North Carolina","Granville County","$247,700","1664","0.61%"
"North Carolina","Greene County","$117,400","1041","0.78%"
"North Carolina","Guilford County","$259,900","2174","0.83%"
"North Carolina","Halifax County","$106,200","1216","0.90%"
"North Carolina","Harnett County","$246,200","1689","0.68%"
"North Carolina","Haywood County","$279,200","1583","0.53%"
"North Carolina","Henderson County","$351,400","1810","0.49%"
"North Carolina","Hertford County","$119,200","1168","0.86%"
"North Carolina","Hoke County","$219,300","1465","0.57%"
"North Carolina","Hyde County","$124,000","975","0.62%"
"North Carolina","Iredell County","$321,400","1952","0.58%"
"North Carolina","Jackson County","$284,700","976","0.31%"
"North Carolina","Johnston County","$305,600","1908","0.64%"
"North Carolina","Jones County","$130,300","964","0.69%"
"North Carolina","Lee County","$240,200","1785","0.76%"
"North Carolina","Lenoir County","$120,500","1015","0.74%"
"North Carolina","Lincoln County","$321,000","1856","0.61%"
"North Carolina","McDowell County","$171,100","911","0.49%"
"North Carolina","Macon County","$251,900","1074","0.39%"
"North Carolina","Madison County","$284,600","1362","0.48%"
"North Carolina","Martin County","$109,700","1168","0.94%"
"North Carolina","Mecklenburg County","$406,800","2890","0.69%"
"North Carolina","Mitchell County","$220,100","1141","0.54%"
"North Carolina","Montgomery County","$161,700","1037","0.58%"
"North Carolina","Moore County","$351,400","1849","0.57%"
"North Carolina","Nash County","$191,000","1362","0.66%"
"North Carolina","New Hanover County","$387,800","2105","0.55%"
"North Carolina","Northampton County","$114,500","1239","0.78%"
"North Carolina","Onslow County","$236,400","1502","0.64%"
"North Carolina","Orange County","$459,500","4162","0.96%"
"North Carolina","Pamlico County","$216,800","1218","0.59%"
"North Carolina","Pasquotank County","$234,600","1573","0.64%"
"North Carolina","Pender County","$299,000","1883","0.55%"
"North Carolina","Perquimans County","$231,700","1375","0.59%"
"North Carolina","Person County","$213,900","1328","0.68%"
"North Carolina","Pitt County","$208,900","1734","0.81%"
"North Carolina","Polk County","$315,000","1697","0.50%"
"North Carolina","Randolph County","$197,100","1324","0.67%"
"North Carolina","Richmond County","$127,800","1138","0.78%"
"North Carolina","Robeson County","$94,500","820","0.80%"
"North Carolina","Rockingham County","$168,600","1258","0.75%"
"North Carolina","Rowan County","$238,400","1554","0.67%"
"North Carolina","Rutherford County","$201,800","1178","0.62%"
"North Carolina","Sampson County","$150,700","1130","0.75%"
"North Carolina","Scotland County","$114,900","1068","0.67%"
"North Carolina","Stanly County","$242,400","1385","0.57%"
"North Carolina","Stokes County","$196,700","1179","0.59%"
"North Carolina","Surry County","$177,600","1071","0.59%"
"North Carolina","Swain County","$207,000","859","0.22%"
"North Carolina","Transylvania County","$373,600","1674","0.46%"
"North Carolina","Tyrrell County","$164,500","1331","0.63%"
"North Carolina","Union County","$417,300","2396","0.57%"
"North Carolina","Vance County","$161,500","1256","0.65%"
"North Carolina","Wake County","$461,300","3260","0.69%"
"North Carolina","Warren County","$154,200","1093","0.66%"
"North Carolina","Washington County","$125,900","1252","0.93%"
"North Carolina","Watauga County","$358,900","1386","0.42%"
"North Carolina","Wayne County","$178,700","1249","0.73%"
"North Carolina","Wilkes County","$168,800","1002","0.57%"
"North Carolina","Wilson County","$186,000","1471","0.80%"
"North Carolina","Yadkin County","$181,200","1220","0.59%"
"North Carolina","Yancey County","$243,100","1157","0.45%"
"North Dakota","Adams County","$113,200","1130","0.64%"
"North Dakota","Barnes County","$173,700","1796","0.86%"
"North Dakota","Benson County","$90,000","817","0.56%"
"North Dakota","Billings County","$331,000","1211","0.47%"
"North Dakota","Bottineau County","$193,200","1393","0.59%"
"North Dakota","Bowman County","$164,900","1199","0.61%"
"North Dakota","Burke County","$158,100","846","0.44%"
"North Dakota","Burleigh County","$324,000","2863","0.85%"
"North Dakota","Cass County","$298,000","3564","1.11%"
"North Dakota","Cavalier County","$125,800","1686","1.07%"
"North Dakota","Dickey County","$162,400","1488","0.90%"
"North Dakota","Divide County","$167,600","1006","0.75%"
"North Dakota","Dunn County","$275,000","1665","0.43%"
"North Dakota","Eddy County","$124,000","1237","0.67%"
"North Dakota","Emmons County","$117,200","1063","0.72%"
"North Dakota","Foster County","$167,500","1991","0.72%"
"North Dakota","Golden Valley County","$123,900","1104","0.64%"
"North Dakota","Grand Forks County","$252,700","2900","1.10%"
"North Dakota","Grant County","$93,200","845","0.60%"
"North Dakota","Griggs County","$119,300","1084","0.44%"
"North Dakota","Hettinger County","$117,300","1308","0.79%"
"North Dakota","Kidder County","$156,600","903","0.57%"
"North Dakota","LaMoure County","$117,200","1187","0.71%"
"North Dakota","Logan County","$102,000","1018","0.78%"
"North Dakota","McHenry County","$151,000","994","0.71%"
"North Dakota","McIntosh County","$84,200","913","0.87%"
"North Dakota","McKenzie County","$349,600","1491","0.43%"
"North Dakota","McLean County","$227,100","1724","0.71%"
"North Dakota","Mercer County","$198,500","2184","0.86%"
"North Dakota","Morton County","$263,900","2686","1.00%"
"North Dakota","Mountrail County","$232,700","1209","0.41%"
"North Dakota","Nelson County","$139,700","1044","0.61%"
"North Dakota","Oliver County","$215,700","1343","0.50%"
"North Dakota","Pembina County","$119,200","1205","0.82%"
"North Dakota","Pierce County","$147,300","1604","0.95%"
"North Dakota","Ramsey County","$199,300","1976","0.89%"
"North Dakota","Ransom County","$193,000","1959","0.91%"
"North Dakota","Renville County","$166,000","1128","0.66%"
"North Dakota","Richland County","$183,600","2066","1.01%"
"North Dakota","Rolette County","$103,800","977","0.33%"
"North Dakota","Sargent County","$163,200","1828","1.10%"
"North Dakota","Sheridan County","$110,300","774","0.57%"
"North Dakota","Sioux County","$85,400","420","0.26%"
"North Dakota","Slope County","$170,000","387","0.40%"
"North Dakota","Stark County","$271,700","2411","0.82%"
"North Dakota","Steele County","$130,700","1322","0.86%"
"North Dakota","Stutsman County","$208,400","2289","1.02%"
"North Dakota","Towner County","$134,800","1182","0.71%"
"North Dakota","Traill County","$200,700","2075","0.91%"
"North Dakota","Walsh County","$132,700","1421","0.92%"
"North Dakota","Ward County","$267,100","2859","1.04%"
"North Dakota","Wells County","$114,500","1119","0.85%"
"North Dakota","Williams County","$284,800","1939","0.68%"
"Ohio","Adams County","$164,200","1356","0.83%"
"Ohio","Allen County","$165,300","1847","1.06%"
"Ohio","Ashland County","$186,800","1858","0.86%"
"Ohio","Ashtabula County","$159,500","1928","1.12%"
"Ohio","Athens County","$185,000","2167","1.16%"
"Ohio","Auglaize County","$189,800","1828","0.94%"
"Ohio","Belmont County","$154,900","1469","1.01%"
"Ohio","Brown County","$196,200","1600","0.82%"
"Ohio","Butler County","$258,500","3141","1.16%"
"Ohio","Carroll County","$183,100","1725","0.79%"
"Ohio","Champaign County","$204,000","2084","1.07%"
"Ohio","Clark County","$169,900","2019","1.15%"
"Ohio","Clermont County","$266,200","3333","1.26%"
"Ohio","Clinton County","$211,900","1962","0.92%"
"Ohio","Columbiana County","$151,600","1527","0.97%"
"Ohio","Coshocton County","$155,500","1473","0.89%"
"Ohio","Crawford County","$136,700","1622","1.11%"
"Ohio","Cuyahoga County","$195,400","3910","1.89%"
"Ohio","Darke County","$173,200","1584","0.86%"
"Ohio","Defiance County","$163,200","1750","1.09%"
"Ohio","Delaware County","$445,500","7132","1.60%"
"Ohio","Erie County","$199,700","2428","1.16%"
"Ohio","Fairfield County","$298,800","3289","1.15%"
"Ohio","Fayette County","$170,700","1601","0.94%"
"Ohio","Franklin County","$288,400","4244","1.53%"
"Ohio","Fulton County","$191,000","2444","1.23%"
"Ohio","Gallia County","$155,600","1418","0.93%"
"Ohio","Geauga County","$331,100","4564","1.42%"
"Ohio","Greene County","$252,200","4071","1.59%"
"Ohio","Guernsey County","$157,700","1593","0.87%"
"Ohio","Hamilton County","$241,900","3652","1.51%"
"Ohio","Hancock County","$204,700","2046","0.96%"
"Ohio","Hardin County","$151,200","1590","1.04%"
"Ohio","Harrison County","$121,500","1279","0.92%"
"Ohio","Henry County","$168,600","1970","1.11%"
"Ohio","Highland County","$168,900","1533","0.78%"
"Ohio","Hocking County","$186,400","1852","0.79%"
"Ohio","Holmes County","$267,700","2888","0.89%"
"Ohio","Huron County","$166,000","1751","0.92%"
"Ohio","Jackson County","$150,700","1363","0.90%"
"Ohio","Jefferson County","$127,800","1257","0.93%"
"Ohio","Knox County","$239,400","2564","1.00%"
"Ohio","Lake County","$214,100","3475","1.50%"
"Ohio","Lawrence County","$144,000","1215","0.87%"
"Ohio","Licking County","$275,200","3364","1.17%"
"Ohio","Logan County","$203,200","2042","0.99%"
"Ohio","Lorain County","$223,200","3055","1.37%"
"Ohio","Lucas County","$163,900","2773","1.66%"
"Ohio","Madison County","$250,100","2541","0.98%"
"Ohio","Mahoning County","$154,700","2015","1.30%"
"Ohio","Marion County","$156,800","1489","0.96%"
"Ohio","Medina County","$287,000","3560","1.18%"
"Ohio","Meigs County","$119,300","1238","0.86%"
"Ohio","Mercer County","$210,600","2325","0.98%"
"Ohio","Miami County","$229,100","2254","1.03%"
"Ohio","Monroe County","$142,700","1176","0.80%"
"Ohio","Montgomery County","$180,900","3127","1.73%"
"Ohio","Morgan County","$150,900","1268","0.81%"
"Ohio","Morrow County","$222,300","2359","1.09%"
"Ohio","Muskingum County","$182,200","1649","0.88%"
"Ohio","Noble County","$163,600","1180","0.64%"
"Ohio","Ottawa County","$219,900","2378","1.01%"
"Ohio","Paulding County","$140,800","1450","0.90%"
"Ohio","Perry County","$191,100","1813","0.87%"
"Ohio","Pickaway County","$256,800","2566","0.92%"
"Ohio","Pike County","$163,800","1355","0.79%"
"Ohio","Portage County","$227,000","2877","1.22%"
"Ohio","Preble County","$180,900","1883","0.98%"
"Ohio","Putnam County","$201,100","1943","0.92%"
"Ohio","Richland County","$164,800","2061","1.19%"
"Ohio","Ross County","$171,500","1708","0.97%"
"Ohio","Sandusky County","$160,700","1659","1.06%"
"Ohio","Scioto County","$137,900","1459","1.08%"
"Ohio","Seneca County","$154,700","1599","0.96%"
"Ohio","Shelby County","$208,100","1981","0.94%"
